isolate,species_final,st,species_st,species_clean,year,acc_coll_date,assembly,period,rep_type_clean,mobtyper_cluster,fusion_status,total_species_st,species_st_clean,plasmid,flanker_window_cluster,flanker_window,flanker_cluster
CPO023,Escherichia coli,2144,Escherichia coli 2144,Escherichia coli,2019,23/1/2019,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,3500_12,3500,12
CPO023,Escherichia coli,2144,Escherichia coli 2144,Escherichia coli,2019,23/1/2019,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,4000_19,4000,19
CPO023,Escherichia coli,2144,Escherichia coli 2144,Escherichia coli,2019,23/1/2019,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,4500_20,4500,20
CPO023,Escherichia coli,2144,Escherichia coli 2144,Escherichia coli,2019,23/1/2019,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,500_0,500,0
CPO023,Escherichia coli,2144,Escherichia coli 2144,Escherichia coli,2019,23/1/2019,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,5000_18,5000,18
CPO024,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,23/1/2019,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,NA,NA,NA
CPO029,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/1/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,0_0,0,0
CPO029,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/1/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,1000_0,1000,0
CPO029,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/1/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,1500_0,1500,0
CPO029,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/1/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,2000_0,2000,0
CPO029,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/1/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,2500_0,2500,0
CPO029,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/1/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,3000_0,3000,0
CPO029,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/1/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,3500_4,3500,4
CPO029,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/1/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,4000_9,4000,9
CPO029,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/1/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,4500_15,4500,15
CPO029,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/1/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,500_0,500,0
CPO029,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/1/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,5000_21,5000,21
CPO033,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/2/2019,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,NA,NA,NA
CPO037,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,3/1/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,0_0,0,0
CPO037,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,3/1/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,1000_0,1000,0
CPO037,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,3/1/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,1500_1,1500,1
CPO037,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,3/1/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,2000_1,2000,1
CPO037,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,3/1/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,2500_1,2500,1
CPO037,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,3/1/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,3000_1,3000,1
CPO037,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,3/1/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,3500_0,3500,0
CPO037,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,3/1/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,4000_1,4000,1
CPO037,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,3/1/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,4500_5,4500,5
CPO037,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,3/1/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,500_0,500,0
CPO037,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,3/1/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,5000_1,5000,1
CPO038,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,3/1/2019,illumina,2016-2020,IncC (AA860 AJ266),NA,NA,5,Serratia marcescens 2,IncAC_CPO397,NA,NA,NA
CPO039,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2019,3/1/2019,illumina,2016-2020,IncC (AA860 AJ266),NA,NA,47,Serratia marcescens 1,IncAC_CPO183,NA,NA,NA
CPO040,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,29/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,0_0,0,0
CPO040,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,29/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,1000_0,1000,0
CPO040,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,29/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,1500_0,1500,0
CPO040,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,29/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,2000_0,2000,0
CPO040,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,29/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,2500_0,2500,0
CPO040,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,29/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,3000_0,3000,0
CPO040,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,29/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,3500_4,3500,4
CPO040,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,29/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,4000_4,4000,4
CPO040,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,29/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,4500_1,4500,1
CPO040,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,29/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,500_0,500,0
CPO040,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,29/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,5000_2,5000,2
CPO042,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,24/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,0_0,0,0
CPO042,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,24/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,1000_0,1000,0
CPO042,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,24/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,1500_0,1500,0
CPO042,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,24/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,2000_0,2000,0
CPO042,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,24/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,2500_0,2500,0
CPO042,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,24/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,3000_0,3000,0
CPO042,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,24/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,3500_4,3500,4
CPO042,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,24/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,4000_4,4000,4
CPO042,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,24/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,4500_1,4500,1
CPO042,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,24/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,500_0,500,0
CPO042,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,24/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,5000_2,5000,2
CPO044,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,22/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,0_0,0,0
CPO044,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,22/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,1000_0,1000,0
CPO044,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,22/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,1500_0,1500,0
CPO044,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,22/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,2000_0,2000,0
CPO044,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,22/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,2500_0,2500,0
CPO044,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,22/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,3000_0,3000,0
CPO044,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,22/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,3500_4,3500,4
CPO044,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,22/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,4000_4,4000,4
CPO044,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,22/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,4500_1,4500,1
CPO044,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,22/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,500_0,500,0
CPO044,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2018,22/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,5000_2,5000,2
CPO045,Klebsiella grimontii,300,Klebsiella grimontii 300,Klebsiella pneumoniae complex,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,0_0,0,0
CPO045,Klebsiella grimontii,300,Klebsiella grimontii 300,Klebsiella pneumoniae complex,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,1000_0,1000,0
CPO045,Klebsiella grimontii,300,Klebsiella grimontii 300,Klebsiella pneumoniae complex,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,1500_2,1500,2
CPO045,Klebsiella grimontii,300,Klebsiella grimontii 300,Klebsiella pneumoniae complex,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,2000_2,2000,2
CPO045,Klebsiella grimontii,300,Klebsiella grimontii 300,Klebsiella pneumoniae complex,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,2500_3,2500,3
CPO045,Klebsiella grimontii,300,Klebsiella grimontii 300,Klebsiella pneumoniae complex,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,3000_4,3000,4
CPO045,Klebsiella grimontii,300,Klebsiella grimontii 300,Klebsiella pneumoniae complex,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,3500_2,3500,2
CPO045,Klebsiella grimontii,300,Klebsiella grimontii 300,Klebsiella pneumoniae complex,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,4000_3,4000,3
CPO045,Klebsiella grimontii,300,Klebsiella grimontii 300,Klebsiella pneumoniae complex,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,4500_3,4500,3
CPO045,Klebsiella grimontii,300,Klebsiella grimontii 300,Klebsiella pneumoniae complex,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,500_0,500,0
CPO045,Klebsiella grimontii,300,Klebsiella grimontii 300,Klebsiella pneumoniae complex,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncLM_CPO078,5000_6,5000,6
CPO046,Escherichia coli,1312,Escherichia coli 1312,Escherichia coli,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,0_0,0,0
CPO046,Escherichia coli,1312,Escherichia coli 1312,Escherichia coli,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,1000_0,1000,0
CPO046,Escherichia coli,1312,Escherichia coli 1312,Escherichia coli,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,1500_2,1500,2
CPO046,Escherichia coli,1312,Escherichia coli 1312,Escherichia coli,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,2000_2,2000,2
CPO046,Escherichia coli,1312,Escherichia coli 1312,Escherichia coli,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,2500_3,2500,3
CPO046,Escherichia coli,1312,Escherichia coli 1312,Escherichia coli,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,3000_4,3000,4
CPO046,Escherichia coli,1312,Escherichia coli 1312,Escherichia coli,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,3500_2,3500,2
CPO046,Escherichia coli,1312,Escherichia coli 1312,Escherichia coli,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,4000_3,4000,3
CPO046,Escherichia coli,1312,Escherichia coli 1312,Escherichia coli,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,4500_3,4500,3
CPO046,Escherichia coli,1312,Escherichia coli 1312,Escherichia coli,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,500_0,500,0
CPO046,Escherichia coli,1312,Escherichia coli 1312,Escherichia coli,2018,20/12/2018,hybrid,2016-2020,IncL/M (AA002 AH532),AA002_AH532,non_fusion,1,Escherichia coli - Other STs,IncLM_CPO078,5000_6,5000,6
CPO049,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2018,19/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,0_0,0,0
CPO049,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2018,19/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,1000_0,1000,0
CPO049,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2018,19/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,1500_0,1500,0
CPO049,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2018,19/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,2000_0,2000,0
CPO049,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2018,19/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,2500_0,2500,0
CPO049,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2018,19/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,3000_0,3000,0
CPO049,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2018,19/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,3500_4,3500,4
CPO049,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2018,19/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,4000_4,4000,4
CPO049,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2018,19/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,4500_1,4500,1
CPO049,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2018,19/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,500_0,500,0
CPO049,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2018,19/12/2018,hybrid,2016-2020,IncHI2A (AA739 AJ058),AA739_AJ058,non_fusion,36,Enterobacter hormaechei 93,IncHI2_CPO017,5000_2,5000,2
CPO050,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2018,19/12/2018,illumina,2016-2020,IncHI2A (AA739 AJ058),NA,NA,36,Enterobacter hormaechei 93,IncHI2_CPO017,NA,NA,NA
